date,store,day_of_week,sales,customers,open,promo,state_holiday,school_holiday
2013-05-13,1,1,13959.0,1465.0,1,1,0,0
2013-05-14,1,2,10013.0,1053.0,1,0,0,0
2013-05-15,1,3,9295.0,981.0,1,0,0,0
2013-05-16,1,4,8091.0,861.0,1,0,0,0
2013-05-17,1,5,9793.0,1027.0,1,0,0,0
2013-05-18,1,6,11362.0,1182.0,1,0,0,0
2013-05-19,1,7,0.0,0.0,0,0,0,0
2013-05-20,1,1,13509.0,1422.0,1,0,0,0
2013-05-21,1,2,10956.0,1154.0,1,1,0,0
2013-05-22,1,3,10441.0,1110.0,1,1,0,0
2013-05-23,1,4,9582.0,1011.0,1,1,0,0
2013-05-24,1,5,11961.0,1266.0,1,1,0,0
2013-05-25,1,6,10229.0,1068.0,1,0,0,0
2013-05-26,1,7,0.0,0.0,0,0,0,0
2013-05-27,1,1,15416.0,1640.0,1,1,0,0
2013-05-28,1,2,9614.0,1018.0,1,0,0,0
2013-05-29,1,3,8176.0,863.0,1,0,0,0
2013-05-30,1,4,7526.0,793.0,1,0,0,0
2013-05-31,1,5,9550.0,1020.0,1,0,0,0
2013-06-01,1,6,10763.0,1126.0,1,0,0,0
2013-06-02,1,7,0.0,0.0,0,0,0,0
2013-06-03,1,1,11786.0,1244.0,1,0,0,0
2013-06-04,1,2,10935.0,1157.0,1,1,0,0
2013-06-05,1,3,9122.0,957.0,1,1,0,0
2013-06-06,1,4,9356.0,987.0,1,1,0,0
2013-06-07,1,5,13934.0,1465.0,1,1,0,0
2013-06-08,1,6,10535.0,1110.0,1,0,0,0
2013-06-09,1,7,0.0,0.0,0,0,0,0
2013-06-10,1,1,15653.0,1639.0,1,1,0,0
2013-06-11,1,2,9693.0,1020.0,1,0,0,0
2013-06-12,1,3,7044.0,748.0,1,0,0,0
2013-06-13,1,4,7646.0,797.0,1,0,0,0
2013-06-14,1,5,9082.0,954.0,1,0,0,0
2013-06-15,1,6,9441.0,999.0,1,0,0,0
2013-06-16,1,7,0.0,0.0,0,0,0,0
2013-06-17,1,1,11822.0,1246.0,1,0,0,0
2013-06-18,1,2,10981.0,1147.0,1,1,0,0
2013-06-19,1,3,9388.0,997.0,1,1,0,0
2013-06-20,1,4,10098.0,1081.0,1,1,0,0
2013-06-21,1,5,11469.0,1223.0,1,1,0,0
2013-06-22,1,6,10717.0,1126.0,1,0,0,0
2013-06-23,1,7,0.0,0.0,0,0,0,0
2013-06-24,1,1,13393.0,1411.0,1,1,0,0
2013-06-25,1,2,9385.0,989.0,1,0,0,0
2013-06-26,1,3,7442.0,796.0,1,0,0,0
2013-06-27,1,4,7742.0,804.0,1,0,0,0
2013-06-28,1,5,9281.0,985.0,1,0,0,0
2013-06-29,1,6,10311.0,1085.0,1,0,0,0
2013-06-30,1,7,0.0,0.0,0,0,0,0
2013-07-01,1,1,12098.0,1275.0,1,0,0,1
2013-07-02,1,2,10359.0,1085.0,1,1,0,1
2013-07-03,1,3,9593.0,1012.0,1,1,0,1
2013-07-04,1,4,9488.0,1005.0,1,1,0,1
2013-07-05,1,5,12746.0,1342.0,1,1,0,1
2013-07-06,1,6,11109.0,1173.0,1,0,0,1
2013-07-07,1,7,0.0,0.0,0,0,0,1
2013-07-08,1,1,13766.0,1432.0,1,1,0,1
2013-07-09,1,2,7328.0,779.0,1,0,0,1
2013-07-10,1,3,8109.0,859.0,1,0,0,1
2013-07-11,1,4,7918.0,835.0,1,0,0,1
2013-07-12,1,5,8938.0,941.0,1,0,0,1
2013-07-13,1,6,10833.0,1149.0,1,0,0,1
2013-07-14,1,7,0.0,0.0,0,0,0,1
2013-07-15,1,1,11932.0,1250.0,1,0,0,1
2013-07-16,1,2,11072.0,1164.0,1,1,0,1
2013-07-17,1,3,9089.0,966.0,1,1,0,1
2013-07-18,1,4,10315.0,1075.0,1,1,0,1
2013-07-19,1,5,10188.0,1082.0,1,1,0,1
2013-07-20,1,6,10940.0,1146.0,1,0,0,1
2013-07-21,1,7,0.0,0.0,0,0,0,1
2013-07-22,1,1,14985.0,1587.0,1,1,0,1
2013-07-23,1,2,9207.0,968.0,1,0,0,1
2013-07-24,1,3,8192.0,852.0,1,0,0,1
2013-07-25,1,4,6487.0,680.0,1,0,0,1
2013-07-26,1,5,7598.0,807.0,1,0,0,1
2013-07-27,1,6,10750.0,1141.0,1,0,0,1
2013-07-28,1,7,0.0,0.0,0,0,0,1
2013-07-29,1,1,10864.0,1147.0,1,0,0,1
2013-07-30,1,2,10698.0,1132.0,1,1,0,1
2013-07-31,1,3,7966.0,833.0,1,1,0,1
2013-08-01,1,4,7436.0,786.0,1,1,0,1
2013-08-02,1,5,11234.0,1182.0,1,1,0,1
2013-08-03,1,6,9990.0,1047.0,1,0,0,1
2013-08-04,1,7,0.0,0.0,0,0,0,1
2013-08-05,1,1,13670.0,1439.0,1,1,0,1
2013-08-06,1,2,7253.0,764.0,1,0,0,1
2013-08-07,1,3,6265.0,655.0,1,0,0,1
2013-08-08,1,4,6860.0,719.0,1,0,0,1
2013-08-09,1,5,7890.0,839.0,1,0,0,1
2013-08-10,1,6,8536.0,900.0,1,0,0,1
2013-08-11,1,7,0.0,0.0,0,0,0,1
2013-08-12,1,1,10545.0,1120.0,1,0,0,1
2013-08-13,1,2,10089.0,1067.0,1,1,0,1
2013-08-14,1,3,8234.0,885.0,1,1,0,1
2013-08-15,1,4,8265.0,863.0,1,1,0,1
2013-08-16,1,5,9877.0,1046.0,1,1,0,1
2013-08-17,1,6,9024.0,947.0,1,0,0,1
2013-08-18,1,7,0.0,0.0,0,0,0,1
2013-08-19,1,1,12472.0,1326.0,1,1,0,1
2013-08-20,1,2,7824.0,808.0,1,0,0,1
2013-08-21,1,3,7152.0,745.0,1,0,0,1
2013-08-22,1,4,7895.0,836.0,1,0,0,1
2013-08-23,1,5,7431.0,789.0,1,0,0,1
2013-08-24,1,6,10294.0,1089.0,1,0,0,1
2013-08-25,1,7,0.0,0.0,0,0,0,1
2013-08-26,1,1,10358.0,1094.0,1,0,0,1
2013-08-27,1,2,8456.0,895.0,1,1,0,1
2013-08-28,1,3,8434.0,887.0,1,1,0,1
2013-08-29,1,4,9055.0,961.0,1,1,0,1
2013-08-30,1,5,10452.0,1082.0,1,1,0,1
2013-08-31,1,6,9585.0,1014.0,1,0,0,1
2013-09-01,1,7,0.0,0.0,0,0,0,0
2013-09-02,1,1,14261.0,1509.0,1,1,0,0
2013-09-03,1,2,7455.0,783.0,1,0,0,0
2013-09-04,1,3,5634.0,586.0,1,0,0,0
2013-09-05,1,4,6306.0,667.0,1,0,0,0
2013-09-06,1,5,6925.0,722.0,1,0,0,0
2013-09-07,1,6,6993.0,729.0,1,0,0,0
2013-09-08,1,7,0.0,0.0,0,0,0,0
2013-09-09,1,1,11296.0,1189.0,1,0,0,0
2013-09-10,1,2,9455.0,999.0,1,1,0,0
2013-09-11,1,3,7818.0,831.0,1,1,0,0
2013-09-12,1,4,7790.0,819.0,1,1,0,0
2013-09-13,1,5,11314.0,1199.0,1,1,0,0
2013-09-14,1,6,9515.0,1002.0,1,0,0,0
2013-09-15,1,7,0.0,0.0,0,0,0,0
2013-09-16,1,1,12839.0,1356.0,1,1,0,0
2013-09-17,1,2,7402.0,788.0,1,0,0,0
2013-09-18,1,3,7196.0,755.0,1,0,0,0
2013-09-19,1,4,6895.0,724.0,1,0,0,0
2013-09-20,1,5,8275.0,870.0,1,0,0,0
2013-09-21,1,6,8578.0,904.0,1,0,0,0
2013-09-22,1,7,0.0,0.0,0,0,0,0
2013-09-23,1,1,9564.0,1015.0,1,0,0,0
2013-09-24,1,2,10159.0,1066.0,1,1,0,0
2013-09-25,1,3,7690.0,813.0,1,1,0,0
2013-09-26,1,4,8272.0,864.0,1,1,0,0
2013-09-27,1,5,10301.0,1087.0,1,1,0,0
2013-09-28,1,6,8349.0,882.0,1,0,0,0
2013-09-29,1,7,0.0,0.0,0,0,0,0
2013-09-30,1,1,14329.0,1524.0,1,1,0,0
2013-10-01,1,2,7074.0,748.0,1,0,0,0
2013-10-02,1,3,7150.0,767.0,1,0,0,0
2013-10-03,1,4,6781.0,721.0,1,0,0,0
2013-10-04,1,5,6416.0,670.0,1,0,0,0
2013-10-05,1,6,9525.0,1000.0,1,0,0,0
2013-10-06,1,7,0.0,0.0,0,0,0,0
2013-10-07,1,1,10174.0,1071.0,1,0,0,0
2013-10-08,1,2,8532.0,899.0,1,1,0,0
2013-10-09,1,3,8377.0,879.0,1,1,0,0
2013-10-10,1,4,8250.0,854.0,1,1,0,0
2013-10-11,1,5,11300.0,1188.0,1,1,0,0
2013-10-12,1,6,9605.0,993.0,1,0,0,0
2013-10-13,1,7,0.0,0.0,0,0,0,0
2013-10-14,1,1,14440.0,1514.0,1,1,0,0
2013-10-15,1,2,7044.0,736.0,1,0,0,0
2013-10-16,1,3,6550.0,688.0,1,0,0,0
2013-10-17,1,4,5650.0,597.0,1,0,0,0
2013-10-18,1,5,9177.0,955.0,1,0,0,0
2013-10-19,1,6,10115.0,1051.0,1,0,0,0
2013-10-20,1,7,0.0,0.0,0,0,0,0
2013-10-21,1,1,10719.0,1112.0,1,0,0,0
2013-10-22,1,2,9488.0,991.0,1,1,0,0
2013-10-23,1,3,8777.0,937.0,1,1,0,0
2013-10-24,1,4,8269.0,862.0,1,1,0,0
2013-10-25,1,5,10241.0,1083.0,1,1,0,0
2013-10-26,1,6,9485.0,987.0,1,0,0,0
2013-10-27,1,7,0.0,0.0,0,0,0,0
2013-10-28,1,1,13579.0,1427.0,1,1,0,0
2013-10-29,1,2,7418.0,780.0,1,0,0,0
2013-10-30,1,3,6522.0,691.0,1,0,0,0
2013-10-31,1,4,6351.0,683.0,1,0,0,0
2013-11-01,1,5,9315.0,982.0,1,0,0,0
2013-11-02,1,6,9899.0,1043.0,1,0,0,0
2013-11-03,1,7,0.0,0.0,0,0,0,0
2013-11-04,1,1,10032.0,1061.0,1,0,0,0
2013-11-05,1,2,8696.0,913.0,1,1,0,0
2013-11-06,1,3,8711.0,924.0,1,1,0,0
2013-11-07,1,4,9169.0,965.0,1,1,0,0
2013-11-08,1,5,10246.0,1092.0,1,1,0,0
2013-11-09,1,6,9425.0,976.0,1,0,0,0
2013-11-10,1,7,0.0,0.0,0,0,0,0
2013-11-11,1,1,13344.0,1412.0,1,1,0,0
2013-11-12,1,2,6619.0,694.0,1,0,0,0
2013-11-13,1,3,6833.0,713.0,1,0,0,0
2013-11-14,1,4,6350.0,666.0,1,0,0,0
2013-11-15,1,5,9010.0,937.0,1,0,0,0
2013-11-16,1,6,9102.0,959.0,1,0,0,0
2013-11-17,1,7,0.0,0.0,0,0,0,0
2013-11-18,1,1,11813.0,1253.0,1,0,0,0
2013-11-19,1,2,9496.0,991.0,1,1,0,0
2013-11-20,1,3,8513.0,889.0,1,1,0,0
2013-11-21,1,4,8889.0,932.0,1,1,0,0
2013-11-22,1,5,10808.0,1146.0,1,1,0,0
2013-11-23,1,6,9033.0,944.0,1,0,0,0
2013-11-24,1,7,0.0,0.0,0,0,0,0
2013-11-25,1,1,15714.0,1661.0,1,1,0,0
2013-11-26,1,2,7603.0,807.0,1,0,0,0
2013-11-27,1,3,7013.0,735.0,1,0,0,0
2013-11-28,1,4,6396.0,664.0,1,0,0,0
2013-11-29,1,5,8839.0,918.0,1,0,0,0
2013-11-30,1,6,8947.0,936.0,1,0,0,0
2013-12-01,1,7,0.0,0.0,0,0,0,0
2013-12-02,1,1,11899.0,1259.0,1,0,0,0
2013-12-03,1,2,9265.0,970.0,1,1,0,0
2013-12-04,1,3,9968.0,1053.0,1,1,0,0
2013-12-05,1,4,10078.0,1076.0,1,1,0,0
2013-12-06,1,5,11324.0,1201.0,1,1,0,0
2013-12-07,1,6,10519.0,1098.0,1,0,0,0
2013-12-08,1,7,0.0,0.0,0,0,0,0
2013-12-09,1,1,13678.0,1449.0,1,1,0,0
2013-12-10,1,2,7596.0,794.0,1,0,0,0
2013-12-11,1,3,6531.0,680.0,1,0,0,0
2013-12-12,1,4,7196.0,757.0,1,0,0,0
2013-12-13,1,5,9906.0,1030.0,1,0,0,0
2013-12-14,1,6,11000.0,1170.0,1,0,0,0
2013-12-15,1,7,0.0,0.0,0,0,0,0
2013-12-16,1,1,10339.0,1079.0,1,0,0,0
2013-12-17,1,2,9858.0,1036.0,1,1,0,0
2013-12-18,1,3,9656.0,1015.0,1,1,0,0
2013-12-19,1,4,9088.0,958.0,1,1,0,0
2013-12-20,1,5,11609.0,1224.0,1,1,0,1
2013-12-21,1,6,10610.0,1115.0,1,0,0,1
2013-12-22,1,7,0.0,0.0,0,0,0,1
2013-12-23,1,1,14255.0,1483.0,1,1,0,1
2013-12-24,1,2,8342.0,878.0,1,0,0,1
2013-12-25,1,3,0.0,0.0,0,0,a,1
2013-12-26,1,4,7680.0,809.0,1,0,0,1
2013-12-27,1,5,10483.0,1105.0,1,0,0,1
2013-12-28,1,6,11014.0,1152.0,1,0,0,1
2013-12-29,1,7,0.0,0.0,0,0,0,1
2013-12-30,1,1,9884.0,1047.0,1,0,0,1
2013-12-31,1,2,10903.0,1150.0,1,1,0,1
2014-01-01,1,3,8201.0,858.0,1,1,0,0
2014-01-02,1,4,8440.0,905.0,1,1,0,0
2014-01-03,1,5,12552.0,1340.0,1,1,0,0
2014-01-04,1,6,11272.0,1175.0,1,0,0,0
2014-01-05,1,7,0.0,0.0,0,0,0,0
2014-01-06,1,1,12707.0,1358.0,1,1,0,0
2014-01-07,1,2,8196.0,869.0,1,0,0,0
2014-01-08,1,3,7338.0,774.0,1,0,0,0
2014-01-09,1,4,7985.0,839.0,1,0,0,0
2014-01-10,1,5,11078.0,1162.0,1,0,0,0
2014-01-11,1,6,11009.0,1157.0,1,0,0,0
2014-01-12,1,7,0.0,0.0,0,0,0,0
2014-01-13,1,1,10654.0,1127.0,1,0,0,0
2014-01-14,1,2,10830.0,1137.0,1,1,0,0
2014-01-15,1,3,9851.0,1033.0,1,1,0,0
2014-01-16,1,4,8883.0,925.0,1,1,0,0
2014-01-17,1,5,12195.0,1283.0,1,1,0,0
2014-01-18,1,6,9961.0,1041.0,1,0,0,0
2014-01-19,1,7,0.0,0.0,0,0,0,0
2014-01-20,1,1,16419.0,1737.0,1,1,0,0
2014-01-21,1,2,9435.0,996.0,1,0,0,0
2014-01-22,1,3,7671.0,812.0,1,0,0,0
2014-01-23,1,4,8128.0,858.0,1,0,0,0
2014-01-24,1,5,9538.0,1004.0,1,0,0,0
2014-01-25,1,6,10769.0,1133.0,1,0,0,0
2014-01-26,1,7,0.0,0.0,0,0,0,0
2014-01-27,1,1,10814.0,1144.0,1,0,0,0
2014-01-28,1,2,9877.0,1031.0,1,1,0,0
2014-01-29,1,3,10906.0,1159.0,1,1,0,0
2014-01-30,1,4,9885.0,1041.0,1,1,0,0
2014-01-31,1,5,12609.0,1321.0,1,1,0,0
2014-02-01,1,6,12153.0,1275.0,1,0,0,0
2014-02-02,1,7,0.0,0.0,0,0,0,0
2014-02-03,1,1,14539.0,1532.0,1,1,0,0
2014-02-04,1,2,9022.0,944.0,1,0,0,0
2014-02-05,1,3,8426.0,896.0,1,0,0,0
2014-02-06,1,4,7755.0,810.0,1,0,0,0
2014-02-07,1,5,10684.0,1106.0,1,0,0,0
2014-02-08,1,6,11570.0,1212.0,1,0,0,0
2014-02-09,1,7,0.0,0.0,0,0,0,0
2014-02-10,1,1,11429.0,1203.0,1,0,0,0
2014-02-11,1,2,12159.0,1288.0,1,1,0,0
2014-02-12,1,3,10875.0,1150.0,1,1,0,0
2014-02-13,1,4,8703.0,905.0,1,1,0,0
2014-02-14,1,5,14032.0,1471.0,1,1,0,0
2014-02-15,1,6,12045.0,1282.0,1,0,0,0
2014-02-16,1,7,0.0,0.0,0,0,0,0
2014-02-17,1,1,15352.0,1616.0,1,1,0,0
2014-02-18,1,2,8867.0,942.0,1,0,0,0
2014-02-19,1,3,7584.0,818.0,1,0,0,0
2014-02-20,1,4,9812.0,1043.0,1,0,0,0
2014-02-21,1,5,9924.0,1046.0,1,0,0,0
2014-02-22,1,6,13072.0,1379.0,1,0,0,0
2014-02-23,1,7,0.0,0.0,0,0,0,0
2014-02-24,1,1,12743.0,1336.0,1,0,0,0
2014-02-25,1,2,10076.0,1052.0,1,1,0,0
2014-02-26,1,3,10346.0,1089.0,1,1,0,0
2014-02-27,1,4,11264.0,1178.0,1,1,0,0
2014-02-28,1,5,11593.0,1220.0,1,1,0,0
2014-03-01,1,6,12690.0,1337.0,1,0,0,0
2014-03-02,1,7,0.0,0.0,0,0,0,0
2014-03-03,1,1,14747.0,1546.0,1,1,0,0
2014-03-04,1,2,8853.0,931.0,1,0,0,0
2014-03-05,1,3,8151.0,857.0,1,0,0,0
2014-03-06,1,4,8244.0,871.0,1,0,0,0
2014-03-07,1,5,9772.0,1037.0,1,0,0,0
2014-03-08,1,6,10983.0,1152.0,1,0,0,0
2014-03-09,1,7,0.0,0.0,0,0,0,0
2014-03-10,1,1,11698.0,1218.0,1,0,0,0
2014-03-11,1,2,10565.0,1105.0,1,1,0,0
2014-03-12,1,3,10764.0,1137.0,1,1,0,0
2014-03-13,1,4,11313.0,1191.0,1,1,0,0
2014-03-14,1,5,11438.0,1196.0,1,1,0,0
2014-03-15,1,6,11821.0,1241.0,1,0,0,0
2014-03-16,1,7,0.0,0.0,0,0,0,0
2014-03-17,1,1,14986.0,1582.0,1,1,0,0
2014-03-18,1,2,9950.0,1043.0,1,0,0,0
2014-03-19,1,3,8188.0,860.0,1,0,0,0
2014-03-20,1,4,9353.0,970.0,1,0,0,0
2014-03-21,1,5,9656.0,1007.0,1,0,0,0
2014-03-22,1,6,12224.0,1300.0,1,0,0,0
2014-03-23,1,7,0.0,0.0,0,0,0,0
2014-03-24,1,1,12063.0,1267.0,1,0,0,0
2014-03-25,1,2,12418.0,1309.0,1,1,0,0
2014-03-26,1,3,10740.0,1128.0,1,1,0,0
2014-03-27,1,4,11143.0,1166.0,1,1,0,0
2014-03-28,1,5,13055.0,1374.0,1,1,0,0
2014-03-29,1,6,10846.0,1142.0,1,0,0,0
2014-03-30,1,7,0.0,0.0,0,0,0,0
2014-03-31,1,1,16393.0,1711.0,1,1,0,0
2014-04-01,1,2,10066.0,1058.0,1,0,0,0
2014-04-02,1,3,7949.0,830.0,1,0,0,0
2014-04-03,1,4,8350.0,875.0,1,0,0,0
2014-04-04,1,5,8901.0,939.0,1,0,0,0
2014-04-05,1,6,12500.0,1321.0,1,0,0,0
2014-04-06,1,7,0.0,0.0,0,0,0,0
2014-04-07,1,1,10995.0,1153.0,1,0,0,0
2014-04-08,1,2,11813.0,1251.0,1,1,0,0
2014-04-09,1,3,11840.0,1256.0,1,1,0,0
2014-04-10,1,4,9332.0,991.0,1,1,0,0
2014-04-11,1,5,11957.0,1270.0,1,1,0,0
2014-04-12,1,6,11160.0,1174.0,1,0,0,0
2014-04-13,1,7,0.0,0.0,0,0,0,0
2014-04-14,1,1,16788.0,1774.0,1,1,0,0
2014-04-15,1,2,8725.0,907.0,1,0,0,0
2014-04-16,1,3,8053.0,849.0,1,0,0,0
2014-04-17,1,4,8738.0,916.0,1,0,0,0
2014-04-18,1,5,9663.0,1014.0,1,0,0,0
2014-04-19,1,6,12241.0,1275.0,1,0,0,0
2014-04-20,1,7,0.0,0.0,0,0,0,0
2014-04-21,1,1,11547.0,1215.0,1,0,0,0
2014-04-22,1,2,10071.0,1067.0,1,1,0,0
2014-04-23,1,3,12424.0,1316.0,1,1,0,0
2014-04-24,1,4,10290.0,1083.0,1,1,0,0
2014-04-25,1,5,13262.0,1394.0,1,1,0,0
2014-04-26,1,6,11751.0,1230.0,1,0,0,0
2014-04-27,1,7,0.0,0.0,0,0,0,0
2014-04-28,1,1,16227.0,1706.0,1,1,0,0
2014-04-29,1,2,10660.0,1127.0,1,0,0,0
2014-04-30,1,3,7766.0,831.0,1,0,0,0
2014-05-01,1,4,7240.0,762.0,1,0,0,0
2014-05-02,1,5,9361.0,973.0,1,0,0,0
2014-05-03,1,6,10461.0,1094.0,1,0,0,0
2014-05-04,1,7,0.0,0.0,0,0,0,0
2014-05-05,1,1,13477.0,1409.0,1,0,0,0
2014-05-06,1,2,10772.0,1144.0,1,1,0,0
